446,80,0,1,3,1,0,1,False,True,0,0,0,0,2,1,2,1,0.0,2
443,85,15,0,2,0,0,2,False,True,31,4,0,1,0,0,11,0,0.1,0
446,76,8,0,1,0,0,0,False,True,0,0,0,2,1,0,9,0,0.3,0
215,43,0,0,0,2,0,0,True,True,0,0,0,0,0,0,3,0,0.3,3
218,38,0,0,0,1,0,0,False,True,0,0,0,0,0,0,3,1,0.3,3
280,52,0,0,0,1,0,0,True,True,9,2,0,0,0,0,2,0,0.1,3
495,84,0,0,1,1,0,0,False,True,0,0,1,0,0,5,2,2,-0.1,2
285,54,3,0,2,2,0,0,True,True,27,5,0,0,0,0,3,1,0.2,0
378,78,0,0,0,2,0,0,False,True,17,3,0,0,5,0,3,0,0.5,3
241,44,0,0,0,1,0,0,False,True,0,0,1,0,1,0,2,1,0.0,3
320,56,1,0,2,0,0,0,False,True,14,2,0,0,0,2,1,0,0.2,2
288,56,3,0,0,1,0,0,True,True,3,1,0,0,0,1,8,1,0.0,0
225,39,1,0,0,1,0,0,False,True,0,0,0,0,0,0,1,0,-0.2,0
225,39,1,0,0,1,0,0,True,True,0,0,0,0,0,0,1,0,-0.2,0
221,42,0,1,1,3,0,0,False,True,23,4,1,0,0,0,0,0,0.0,3
357,70,0,0,1,3,0,0,False,True,0,0,0,0,0,0,0,1,0.3,3
431,84,1,0,1,1,0,0,False,False,12,2,1,0,0,1,3,2,0.2,0
335,64,0,0,0,2,0,0,False,True,18,4,0,0,1,2,2,1,0.1,3
430,82,10,0,2,2,0,0,True,True,36,4,0,0,0,2,9,1,0.0,0
382,77,0,0,3,1,1,0,False,True,8,2,2,0,0,1,2,0,0.0,2
424,76,3,2,0,0,0,0,False,True,26,5,3,0,1,1,6,1,-0.2,0
242,41,0,0,0,3,0,0,False,True,0,0,0,0,0,0,0,1,-0.1,3
250,52,0,0,0,3,1,0,False,True,34,5,0,0,0,0,4,0,-0.2,3
267,54,0,0,0,1,0,0,False,True,27,4,0,0,0,0,1,1,0.0,3
340,79,0,0,1,1,0,0,False,True,10,2,0,1,0,0,1,0,0.1,2
231,43,5,0,0,0,0,0,False,True,29,4,0,1,0,1,2,0,0.5,0
243,43,0,0,0,2,0,0,False,True,86,13,0,0,1,0,0,0,0.3,3
395,83,0,1,1,3,0,0,False,True,7,2,0,0,1,1,2,0,0.0,3
221,44,4,0,0,0,0,0,False,True,0,0,0,0,0,0,4,0,0.0,0
221,44,4,0,0,0,0,0,False,True,0,0,0,0,0,0,4,0,0.0,0
234,45,0,0,0,1,0,0,True,True,16,3,0,0,0,2,0,0,-0.1,3
217,42,0,0,1,0,0,0,False,True,0,0,0,1,1,0,1,0,0.0,2
268,50,0,0,0,1,0,1,False,True,0,0,1,0,3,0,2,2,-0.2,3
407,82,0,0,1,6,0,0,False,True,3,1,0,2,2,1,4,0,0.4,3
214,40,7,0,0,0,0,2,True,True,34,4,0,0,0,0,3,0,0.4,0
208,36,0,1,0,2,1,0,False,True,44,7,0,4,0,1,0,0,-0.3,3
274,54,5,0,0,0,0,0,False,True,26,3,0,0,0,0,5,0,0.2,0
311,57,0,0,0,1,0,0,False,True,0,0,0,0,0,2,2,0,0.0,3
218,37,0,1,0,1,0,2,True,True,0,0,1,0,0,0,2,0,0.2,5
222,40,5,0,0,0,0,2,True,True,35,4,0,1,0,0,2,0,0.2,0
482,94,11,1,1,0,0,0,False,True,25,4,0,4,1,0,9,0,0.3,0
306,55,0,0,1,2,0,1,True,True,7,2,0,0,0,0,4,0,0.2,3
351,71,0,0,4,3,0,0,False,True,13,2,1,1,1,0,1,0,0.1,2
232,46,0,0,0,2,0,0,False,True,11,4,0,0,0,0,1,0,-0.1,3
204,37,5,0,0,0,0,2,False,True,26,3,0,1,0,0,2,2,0.3,0
384,73,1,0,0,2,0,3,False,True,3,1,0,0,1,1,0,1,-0.3,5
221,42,7,0,0,0,0,2,False,True,25,3,0,3,0,0,3,0,0.2,0
395,78,3,0,1,3,0,0,False,True,0,0,0,0,0,0,2,0,0.0,0
270,53,5,0,1,0,0,2,False,True,0,0,0,0,0,0,4,0,0.2,0
337,63,8,0,0,0,0,0,False,True,8,1,0,0,0,0,5,0,0.0,0
243,42,0,0,0,1,0,1,True,True,0,0,0,0,0,0,3,0,0.3,3
444,67,0,0,1,0,0,0,True,True,3,1,1,0,0,1,4,0,0.3,2
386,71,0,0,1,3,0,0,False,True,0,0,0,0,1,0,3,1,0.0,3
446,80,0,1,3,1,0,1,True,True,0,0,0,0,2,1,2,1,0.0,2
243,43,0,0,0,2,0,0,True,True,86,13,0,0,1,0,0,0,0.3,3
208,36,0,1,0,2,1,0,False,True,44,7,0,4,0,1,0,0,-0.3,3
384,73,1,0,0,2,0,3,False,True,3,1,0,0,1,1,0,1,-0.3,5
274,55,5,0,1,0,0,2,True,True,0,0,0,0,0,0,3,0,0.1,0
386,71,0,0,1,3,0,0,True,True,0,0,0,0,1,0,3,1,0.0,3
275,49,0,0,3,1,0,0,False,True,9,2,0,0,0,0,2,0,-0.2,2
352,66,0,0,3,3,0,1,True,True,22,4,0,0,3,3,3,0,0.0,2
382,78,7,0,0,3,0,0,True,True,0,0,0,0,1,0,4,0,-0.1,0
224,46,0,0,0,3,0,0,True,True,0,0,0,0,1,0,1,0,-0.6,3
282,50,0,0,1,1,1,0,False,True,0,0,0,1,0,0,3,1,0.2,2
283,57,0,0,1,0,0,0,True,True,0,0,0,0,1,0,1,0,0.3,2
302,61,0,0,0,4,0,0,False,True,0,0,1,1,0,0,2,0,0.0,3
258,56,0,0,0,2,0,0,False,True,3,1,1,0,0,0,1,1,0.0,3
275,49,0,0,3,1,0,0,True,True,9,2,0,0,0,0,2,0,-0.2,2
485,87,1,2,0,0,0,0,False,True,20,5,0,0,0,3,2,0,-0.2,1
248,46,0,0,0,1,0,0,False,True,0,0,0,1,0,0,1,0,0.0,3
243,48,0,0,0,1,0,0,False,True,81,15,0,0,1,1,1,0,-0.1,3
488,87,0,0,0,3,0,0,False,True,0,0,0,0,5,0,2,0,0.1,3
389,79,0,0,0,4,0,0,False,True,0,0,0,1,0,0,1,2,0.1,3
348,64,1,0,0,0,0,0,False,True,12,3,0,0,0,0,7,0,0.0,0
